text,sentence_index,n_gram_id,tag
במגע ובמשא ובאהל טומאת שבעה,0,27,-1
"(דף קי""ד ע""ב) אמרי'",19,1027,-1
"המקבל (דף קי""ד",19,977,-1
המת שהוא מטמא,3,181,-1
לישנא אצל צירף ידו,13,704,-1
לחד לישנא אצל צירף ידו ואפשר,13,774,-1
בסמוך לחד לישנא אצל צירף,13,738,-1
רבה לאליהו לאו כהן,19,1032,-1
"(דף מ""ג) ואיתיה בת''כ: נגע במשקוף",7,305,-1
שאין לו טומאה ובפרק לא יחפור,20,1298,-1
מטמא במגע ובמשא ובאהל טומאת שבעה,0,36,-1
הנוגע באסקופה מטפח ולמעלה,12,574,-1
פי''ב דאהלות נגע במשקוף טמא,8,319,-1
ושנינו בפ''ב דאהלות,1,65,-1
א''א מצאתי בתוספתא דאהלות וכו',14,835,-1
"ע""ב) במשנה ובפרק תינוקת (דף ס""ט)",1,119,-1
שמלשון המשנה משמע,10,328,-1
הוא מר מ''ט קאי בבית הקברות,19,1131,-1
ממעט בחלון אלמא,20,1217,-1
ור''ש כתב רבי יהושע,13,712,-1
כסף משנה המת מטמא,0,12,-1
כנוגע בקרקע עולם וזה הפך ממ''ש בשמו,13,800,-1
שאין לו טומאה ובפרק לא יחפור (דף,20,1327,-1
הפך ממ''ש בשמו בסמוך לחד לישנא אצל,13,804,-1
בהמה מבואר בריש,21,1347,-1
המת מישראל או מן העכו''ם,16,901,-1
וכאילו יהיב טעמא,10,358,-1
אומר קברי עכו''ם,19,1000,-1
לאו בר קבולי,20,1220,-1
"(דף נ""ו ע""ב) במשנה ובפרק תינוקת",1,117,-1
"כוותיה ועוד דבס''פ המקבל (דף קי""ד",19,1118,-1
בשאר טומאות אלא במת,2,158,-1
"בפ' ג' מינים (דף מ""ג) ואיתיה",7,302,-1
כסף משנה טומאת,2,145,-1
טהרות דתניא רשב''י,19,997,-1
משמע דבנגיעה בעלמא טמא ואין צורך,10,453,-1
"(דף ס""ט) ושנינו בפ''ב דאהלות דאפי' עצם",1,141,-1
וכן מפורש בתוספתא ריש,20,1257,-1
דרבנן פליגי עליה פסק כמותו,19,1061,-1
"ע""ב) אמרי' דא''ל רבה לאליהו",19,1077,-1
ידו שכתב רבינו,10,355,-1
משנה ומ''ש ואין העכו''ם מטמא,18,956,-1
סבר כוותיה ועוד דבס''פ המקבל (דף,19,1117,-1
טהרות דתניא רשב''י אומר קברי,19,1094,-1
תוספתא זו מפני שנותנת,15,848,-1
אפשר דנגיעה היינו צירף ידו שכתב,10,474,-1
וטומאת מגע ואהל מפורשים,0,21,-1
אמרינן יצא העכו''ם,20,1202,-1
ונראה מדברי רבינו שם דטעמא משום,12,611,-1
משנה אחד הבא כלו לאהל,6,264,-1
לא מתני מר טהרות דתניא רשב''י,19,1138,-1
משום דכשטומאה בבית הוי,12,563,-1
אמרינן דעכו''ם שישב,20,1213,-1
אם נגע טמא,10,362,-1
בפ''ב דאהלות דאפי' עצם,1,87,-1
משנה אחד המת מישראל או מן,16,906,-1
באסקופה מטפח ולמעלה משום דדרך הטומאה לצאת:,13,822,-1
אחד המת מישראל או מן העכו''ם מטמא,16,913,-1
שכתב רבינו וכאילו,10,356,-1
פרק ח' דאהלות שבהמה וחיה,21,1369,-1
באסקופה מטפח ולמטה,13,690,-1
מתני מר טהרות,19,995,-1
פי''ב דאהלות נגע,8,312,-1
קברי עכו''ם אינם מטמאין:,19,1050,-1
בסמוך לחד לישנא אצל צירף ידו,13,773,-1
צירף ידו או אפשר דנגיעה,10,431,-1
נעשה טמא מת,19,1008,-1
"(דף מ""ג) ואיתיה",7,284,-1
הבית כקבר סתום ומטמא,12,567,-1
בפרק כ''ג ונזיר,1,54,-1
שם במשנה וכר',12,526,-1
טומאת שבעה וטומאת מגע ואהל מפורשים,0,40,-1
דעכו''ם שישב בחלון ממעט בחלון אלמא,20,1307,-1
"(דף ס""א) מסקנא דרבינא",17,928,-1
שם לרשב''י ואע''ג דרבנן,19,1010,-1
רשב''י אומר קברי עכו''ם,19,1048,-1
ואין צורך לצירוף יד ואפשר,10,417,-1
שישב בחלון ממעט בחלון אלמא לאו,20,1308,-1
חזר בו ור''ש כתב רבי יהושע,13,781,-1
א''ל לא מתני מר טהרות,19,1090,-1
ולמטה טהור מטפח ולמעלה,15,855,-1
דאפי' עצם כשעורה מטמא במשא:,1,109,-1
"וטומאת משא בפרק כ''ג ונזיר (דף נ""ו",1,130,-1
אמרי' דא''ל רבה לאליהו לאו,19,1078,-1
טמא כנוגע בכותל,12,550,-1
מטפח ולמטה טהור כנוגע בקרקע עולם,13,763,-1
כלו לאהל המת או הבא מקצתו וכו',6,280,-1
יחפור (דף כ'),20,1210,-1
הילכך הנוגע באסקופה מטפח ולמעלה טמא,12,626,-1
מטפח ולמעלה טמא כנוגע בכותל מכותלי,12,629,-1
שם דרבינא סבר כוותיה ועוד,19,1068,-1
הטומאה לצאת: כתב הראב''ד נגע,13,758,-1
מטפח ולמעלה טמא כנוגע בכותל מכותלי הבית,12,654,-1
מתני מר טהרות דתניא,19,1044,-1
הבית כקבר סתום ומטמא כל,12,594,-1
טעם למה מטפח ולמטה טהור מטפח ולמעלה,15,879,-1
הוי הבית כקבר,12,538,-1
אהל אינה בשאר טומאות אלא,2,163,-1
פ''ג דאהלות (משנה,5,241,-1
דטעמא משום דכשטומאה בבית הוי הבית,12,615,-1
אינם מטמאין: וכן העכו''ם אינו נעשה,19,1147,-1
"(דף קי""ד ע""ב)",19,978,-1
אצל צירף ידו ואפשר שכאן,13,741,-1
רשב''י אומר קברי עכו''ם אינם מטמאין:,19,1143,-1
א''ל לא מתני מר טהרות דתניא רשב''י,19,1183,-1
כל סביביו הילכך הנוגע,12,571,-1
"קי""ד ע""ב) אמרי'",19,979,-1
טעם למה מטפח ולמטה טהור,15,862,-1
עליה פסק כמותו משום דמשמע,19,1063,-1
"ונזיר (דף נ""ו",1,56,-1
דמשמע שם דרבינא סבר כוותיה ועוד,19,1114,-1
לא יחפור (דף כ') אמרינן דעכו''ם,20,1302,-1
לו טומאה ובפרק לא יחפור (דף,20,1299,-1
יהושע מטמא באסקופה מטפח,13,715,-1
אמרינן יצא העכו''ם שאין,20,1234,-1
"ע""ב) אמרי' דא''ל רבה לאליהו לאו",19,1124,-1
(דף כ') אמרינן דעכו''ם שישב,20,1274,-1
"(דף ס""ט) ושנינו בפ''ב דאהלות דאפי'",1,123,-1
למה מטפח ולמטה,15,842,-1
מר טהרות דתניא,19,996,-1
א''א מצאתי בתוספתא דאהלות,14,833,-1
בקרקע עולם וזה,13,659,-1
בריש פ''ג דאהלות,5,240,-1
ובפרק לא יחפור (דף כ') אמרינן,20,1301,-1
אינם מטמאין: וכן העכו''ם,19,1052,-1
הראב''ד נגע באסקופה,13,688,-1
שיצרף ידו שמלשון,10,326,-1
הוא מר מ''ט,19,987,-1
משום דדרך הטומאה לצאת:,13,720,-1
"ג' מינים (דף מ""ג) ואיתיה בת''כ:",7,303,-1
ומ''ש ובין שהאהיל האדם או,4,234,-1
יהושע ונראה מדברי,12,529,-1
יצא העכו''ם שאין לו טומאה ובפרק,20,1296,-1
מן העכו''ם מטמא במגע,16,896,-1
קבולי טומאה הוא,20,1222,-1
נגע באסקופה מטפח ולמטה,13,726,-1
קאי בבית הקברות א''ל לא,19,1087,-1
או הבא מקצתו,6,253,-1
דאהלות שבהמה וחיה חוצצין מפני הטומאה:,21,1379,-1
שהאהיל האדם או הכלי וכו',4,236,-1
משום דמשמע שם דרבינא סבר כוותיה ועוד,19,1159,-1
כמותו משום דמשמע שם דרבינא סבר כוותיה,19,1158,-1
משנה פי''ב דאהלות,8,311,-1
בהמה מבואר בריש פרק,21,1357,-1
המשנה משמע דבנגיעה בעלמא טמא ואין צורך,10,491,-1
אהל אינה בשאר טומאות אלא במת בלבד,2,174,-1
כסף משנה ומ''ש ואין,18,951,-1
הקברות א''ל לא מתני מר טהרות דתניא,19,1182,-1
וזה הפך ממ''ש בשמו בסמוך לחד,13,769,-1
"(דף ס""ט) ושנינו בפ''ב דאהלות",1,104,-1
כ') אמרינן דעכו''ם שישב,20,1244,-1
משמע דבנגיעה בעלמא טמא,10,372,-1
משום דמשמע שם,19,969,-1
וכן העכו''ם אינו נעשה טמא מת וכו',19,1195,-1
טעמא למה אם,10,360,-1
כסף משנה אחד הבא כלו לאהל,6,270,-1
שם דטעמא משום,12,533,-1
ובמשא ובאהל טומאת שבעה וטומאת,0,28,-1
עולם וזה הפך ממ''ש,13,697,-1
לצאת: כתב הראב''ד נגע באסקופה מטפח,13,794,-1
טהור כנוגע בקרקע עולם וזה,13,730,-1
לישנא אצל צירף ידו ואפשר שכאן,13,775,-1
הילכך הנוגע באסקופה מטפח,12,573,-1
אהל אינה בשאר טומאות אלא במת,2,169,-1
אומר קברי עכו''ם אינם מטמאין:,19,1097,-1
וכן מפורש בתוספתא ריש אהלות,20,1288,-1
בעלמא טמא ואין צורך לצירוף יד ואפשר,10,494,-1
מטפח ולמעלה טמא כנוגע,12,576,-1
דכשטומאה בבית הוי הבית כקבר סתום,12,617,-1
או אפשר דנגיעה היינו צירף ידו שכתב,10,512,-1
ממ''ש בשמו בסמוך לחד לישנא אצל צירף,13,805,-1
מטפח ולמעלה טמא,12,548,-1
"הבא על יבמתו (דף ס""א)",17,932,-1
לחד לישנא אצל צירף ידו ואפשר שכאן,13,808,-1
"ס""א ע""ב) אמרינן יצא",20,1232,-1
בפ''ב דאהלות דאפי' עצם כשעורה מטמא,1,126,-1
המת שהוא מטמא באהל,3,193,-1
צירף ידו שכתב,10,354,-1
נגע באסקופה מטפח ולמטה וכו',13,762,-1
ידו או אפשר דנגיעה היינו צירף ידו,10,511,-1
"ע""ב) אמרינן יצא העכו''ם שאין",20,1264,-1
דבנגיעה בעלמא טמא ואין צורך,10,414,-1
"על יבמתו (דף ס""א) מסקנא",17,933,-1
משנה טומאת אהל אינה בשאר,2,161,-1
לאו בר קבולי טומאה הוא וכן מפורש,20,1342,-1
מתני מר טהרות דתניא רשב''י,19,1092,-1
דעכו''ם שישב בחלון ממעט,20,1246,-1
ולמטה טהור מטפח ולמעלה טמא:,15,865,-1
אצל צירף ידו,13,668,-1
יהושע מטמא באסקופה מטפח ולמעלה משום דדרך,13,820,-1
או מן העכו''ם מטמא במגע,16,903,-1
כתב רבי יהושע,13,676,-1
כנוגע בקרקע עולם,13,658,-1
קאי בבית הקברות א''ל לא מתני,19,1134,-1
העכו''ם שאין לו,20,1204,-1
רשב''י אומר קברי עכו''ם אינם מטמאין: וכן,19,1189,-1
ג''ז שם במשנה וכר',12,553,-1
ואינו טמא אא''כ צירף ידו או אפשר,10,507,-1
"ס""ט) ושנינו בפ''ב דאהלות דאפי'",1,105,-1
עליה פסק כמותו משום,19,1015,-1
דרבינא אפילו לרשב''י:,17,923,-1
הילכך הנוגע באסקופה,12,545,-1
(דף כ') אמרינן דעכו''ם שישב בחלון,20,1304,-1
מ''ט קאי בבית הקברות א''ל לא,19,1133,-1
"בתרא דנזיר (דף ס""א ע""ב) אמרינן יצא",20,1319,-1
מר טהרות דתניא רשב''י אומר קברי,19,1140,-1
ג''ז שם במשנה וכר' יהושע ונראה,12,606,-1
ידו או אפשר,10,349,-1
ולמטה טהור כנוגע בקרקע עולם,13,729,-1
יד ואפשר דמשמע לרבינו דלישנא,10,420,-1
מגע ואהל מפורשים בתורה,0,22,-1
"בפרק הבא על יבמתו (דף ס""א) מסקנא",17,942,-1
דרבינא סבר כוותיה ועוד דבס''פ המקבל,19,1116,-1
עליה פסק כמותו,19,966,-1
בחלון אלמא לאו בר קבולי טומאה,20,1311,-1
צורך לצירוף יד,10,335,-1
מדברי רבינו שם,12,531,-1
בבית הוי הבית כקבר סתום,12,592,-1
ידו שכתב רבינו וכאילו,10,397,-1
בבית הוי הבית כקבר סתום ומטמא,12,618,-1
ור''ש כתב רבי יהושע מטמא,13,748,-1
צירף ידו שכתב רבינו וכאילו יהיב טעמא,10,516,-1
שכתב רבינו וכאילו יהיב טעמא למה אם,10,518,-1
בפ' ג' מינים (דף,7,289,-1
"המקבל (דף קי""ד ע""ב) אמרי'",19,1074,-1
במגע ובמשא ובאהל טומאת שבעה וטומאת מגע,0,46,-1
שם לרשב''י ואע''ג דרבנן פליגי,19,1058,-1
"ע""ב) אמרינן יצא העכו''ם שאין לו טומאה",20,1323,-1
הוי הבית כקבר סתום ומטמא כל סביביו,12,644,-1
יצא העכו''ם שאין,20,1203,-1
למה מטפח ולמטה טהור,15,853,-1
טמא אא''כ צירף ידו או אפשר,10,469,-1
מתני מר טהרות דתניא רשב''י אומר קברי,19,1185,-1
ודין בהמה מבואר בריש פרק ח',21,1373,-1
כנוגע בכותל מכותלי הבית,12,579,-1
אלמא לאו בר קבולי טומאה הוא,20,1312,-1
איני יודע למה הצריך שיצרף ידו,10,445,-1
שבעה וטומאת מגע,0,8,-1
שהאהיל האדם או,4,227,-1
"נ""ו ע""ב) במשנה ובפרק תינוקת (דף",1,118,-1
חמור מכולם המת שהוא,3,191,-1
ואהל מפורשים בתורה,0,11,-1
בכותל מכותלי הבית,12,552,-1
מטפח ולמטה טהור,13,655,-1
משנה טומאת אהל אינה בשאר טומאות אלא,2,172,-1
אומר קברי עכו''ם אינם מטמאין: וכן,19,1144,-1
שיצרף ידו שמלשון המשנה משמע,10,409,-1
אפשר דנגיעה היינו צירף ידו,10,434,-1
"בפרק כ''ג ונזיר (דף נ""ו",1,95,-1
טמא אא''כ צירף ידו או אפשר דנגיעה,10,508,-1
סביביו הילכך הנוגע,12,544,-1
ואפשר שכאן חזר בו ור''ש כתב,13,779,-1
"ועוד דבס''פ המקבל (דף קי""ד",19,1072,-1
"מ""ג) ואיתיה בת''כ: נגע במשקוף וכו'",7,306,-1
טהרות דתניא רשב''י אומר קברי עכו''ם אינם,19,1187,-1
"תינוקת (דף ס""ט)",1,62,-1
שיצרף ידו שמלשון המשנה משמע דבנגיעה בעלמא,10,488,-1
אינה בשאר טומאות,2,149,-1
ואפשר דמשמע לרבינו דלישנא דנגיעה לאו,10,461,-1
פליגי עליה פסק כמותו משום דמשמע,19,1109,-1
באהל מה שאין,3,184,-1
או מן העכו''ם מטמא,16,895,-1
חזר בו ור''ש כתב רבי,13,746,-1
דוקא ואינו טמא,10,344,-1
המת מישראל או מן,16,893,-1
מ''ט קאי בבית הקברות א''ל,19,1086,-1
רבינו וכאילו יהיב טעמא,10,399,-1
ור''ש כתב רבי יהושע מטמא באסקופה,13,783,-1
הבית כקבר סתום,12,539,-1
קאי בבית הקברות א''ל לא מתני מר,19,1180,-1
"ונזיר (דף נ""ו ע""ב) במשנה",1,97,-1
פסק כמותו משום דמשמע שם דרבינא,19,1111,-1
צירף ידו שכתב רבינו וכאילו יהיב,10,477,-1
ואע''ג דרבנן פליגי עליה,19,1012,-1
הבא כלו לאהל המת,6,258,-1
טמא כנוגע בכותל מכותלי הבית,12,605,-1
דתניא רשב''י אומר,19,998,-1
טמא ואין צורך לצירוף,10,375,-1
כמ''ש רבינו וטומאת,1,50,-1
טהור כנוגע בקרקע עולם,13,694,-1
ובין שהאהיל האדם,4,226,-1
משום דדרך הטומאה לצאת: כתב,13,756,-1
דא''ל רבה לאליהו,19,982,-1
ושנינו בפ''ב דאהלות דאפי' עצם,1,106,-1
דדרך הטומאה לצאת:,13,684,-1
"בפרק בתרא דנזיר (דף ס""א",20,1259,-1
מטמא באסקופה מטפח,13,679,-1
ובפרק תינוקת (דף,1,61,-1
משא בפרק כ''ג,1,53,-1
מכולם המת שהוא מטמא באהל,3,203,-1
מטפח ולמטה טהור מטפח ולמעלה טמא:,15,873,-1
אמרי' דא''ל רבה לאליהו לאו כהן,19,1125,-1
לרשב''י ואע''ג דרבנן פליגי עליה פסק כמותו,19,1152,-1
עולם וזה הפך,13,660,-1
או אפשר דנגיעה היינו,10,392,-1
אומר קברי עכו''ם אינם,19,1049,-1
באסקופה מטפח ולמעלה טמא כנוגע בכותל,12,628,-1
וכר' יהושע ונראה,12,528,-1
ממ''ש בשמו בסמוך לחד,13,700,-1
דאפי' עצם כשעורה,1,68,-1
"ע""ב) במשנה ובפרק תינוקת",1,80,-1
כהן הוא מר מ''ט קאי,19,1083,-1
דכשטומאה בבית הוי הבית,12,564,-1
הטומאה לצאת: כתב הראב''ד נגע באסקופה מטפח,13,827,-1
דמשמע לרבינו דלישנא דנגיעה,10,381,-1
ידו או אפשר דנגיעה,10,391,-1
"(מ""ד) חמור מכולם המת",3,190,-1
אחד הבא כלו לאהל המת,6,265,-1
יד ואפשר דמשמע לרבינו דלישנא דנגיעה,10,460,-1
דעכו''ם שישב בחלון ממעט בחלון,20,1277,-1
דלישנא דנגיעה לאו דוקא ואינו טמא,10,464,-1
בעלמא טמא ואין צורך לצירוף יד,10,455,-1
הבית כקבר סתום ומטמא כל סביביו הילכך,12,645,-1
ואיתיה בת''כ: נגע במשקוף וכו',7,301,-1
יהושע ונראה מדברי רבינו שם דטעמא,12,610,-1
יד ואפשר דמשמע,10,337,-1
לו טומאה ובפרק לא יחפור (דף כ'),20,1328,-1
המת או הבא,6,252,-1
ואיתיה בת''כ: נגע,7,286,-1
לאליהו לאו כהן הוא מר מ''ט קאי,19,1174,-1
"משא בפרק כ''ג ונזיר (דף נ""ו ע""ב)",1,131,-1
"מ""ג) ואיתיה בת''כ: נגע",7,293,-1
ידו שכתב רבינו וכאילו יהיב טעמא למה,10,517,-1
רבה לאליהו לאו כהן הוא מר מ''ט,19,1173,-1
מר מ''ט קאי בבית הקברות א''ל,19,1132,-1
היינו צירף ידו שכתב,10,395,-1
יצא העכו''ם שאין לו טומאה,20,1266,-1
"בפרק בתרא דנזיר (דף ס""א ע""ב)",20,1289,-1
דנגיעה לאו דוקא ואינו טמא,10,425,-1
כסף משנה אחד הבא,6,255,-1
שנותנת טעם למה מטפח,15,851,-1
טהור מטפח ולמעלה,15,845,-1
לא יחפור (דף,20,1209,-1
"(דף נ""ו ע""ב) במשנה",1,78,-1
"קי""ד ע""ב) אמרי' דא''ל רבה לאליהו לאו",19,1169,-1
שהוא מטמא באהל מה שאין,3,205,-1
ומ''ש ובין שהאהיל,4,225,-1
מר מ''ט קאי בבית הקברות,19,1085,-1
ידו או אפשר דנגיעה היינו צירף,10,472,-1
דדרך הטומאה לצאת: כתב הראב''ד נגע,13,792,-1
טמא אא''כ צירף ידו,10,388,-1
שיצרף ידו שמלשון המשנה,10,368,-1
מטפח ולמעלה טמא:,15,846,-1
כהן הוא מר מ''ט קאי בבית הקברות,19,1176,-1
המת מישראל או מן העכו''ם מטמא במגע,16,914,-1
דא''ל רבה לאליהו לאו כהן,19,1079,-1
שבהמה וחיה חוצצין,21,1353,-1
מכולם המת שהוא מטמא באהל מה,3,213,-1
מישראל או מן,16,885,-1
לישנא אצל צירף ידו ואפשר שכאן חזר,13,809,-1
ובאהל טומאת שבעה וטומאת מגע ואהל מפורשים,0,48,-1
"סבר כוותיה ועוד דבס''פ המקבל (דף קי""ד",19,1163,-1
רבי יהושע מטמא באסקופה,13,714,-1
לאליהו לאו כהן הוא מר,19,1081,-1
מישראל או מן העכו''ם מטמא במגע,16,909,-1
בו ור''ש כתב רבי יהושע מטמא,13,782,-1
המת מטמא במגע,0,2,-1
משנה אחד הבא כלו לאהל המת או,6,277,-1
קבולי טומאה הוא וכן מפורש בתוספתא ריש,20,1344,-1
ובפרק לא יחפור (דף כ') אמרינן דעכו''ם,20,1330,-1
כסף משנה ומ''ש ואין העכו''ם,18,955,-1
עכו''ם אינם מטמאין: וכן העכו''ם,19,1099,-1
קבולי טומאה הוא וכן מפורש בתוספתא,20,1315,-1
הוא וכן מפורש בתוספתא ריש אהלות,20,1317,-1
