text,tag
"נ' ע""ב) וכמה",-1
(משנה ג') ופ''ד דזבים וכדדריש,-1
כנגד הטומאה טמא,-1
פה ובחיבור פי''ט מהלכות טומאת,-1
וגירסת רבינו ממקום הטיט וגירסת ספרים דידן,-1
או לקרות ממנו מי שירצה,-1
אבל בהיות עובי (חרסה) [גגה] טפח,-1
לה לענין זה ובבי,-1
הבית אהל אחד והילכך טומאה תחת,-1
רואין אותן כאילו הן,-1
טומאה נכנסת לאהל ולא יוצאה ממנו,-1
ולכן צריך לומר שסמך כאן,-1
עוד הראב''ד תחתיו בלבד טמא,-1
עליו כדי להעלות ארוכה בחי מטמא כמת,-1
חלון אלא אלו ממעטים בטפח אם זאת,-1
וזו היא ששנינו בפ''ה דזבים (משנה ב),-1
חוצצת ומצלת על מה שתחתיה ועל,-1
דאין כלי חרש מיטמא מגבו הכא דטומאה,-1
לצאת הילכך הטומאה בוקעת ויוצאת דרך דופני,-1
גללים וכיוצא בהם שאינם מקבלים טומאה,-1
מדתנן בפרק שלישי דאהלות,-1
דיבר רבינו אלא באויר שבין קורה,-1
ומ''ש רבינו הוא שהאבן מונחת על המטמא,-1
דאין עונשין מן הדין: אין טומאת משא,-1
בהיותו מאהיל על הטומאה הוא,-1
העליון שהטומאה מלמטה גבוה מן הארץ טפח:,-1
בשר שראוי לעלות בו,-1
א''כ אמאי מצלת על מה שבתוכה הא,-1
עיר עכו''ם שחרבה למדור,-1
כרבי יוחנן דאמרינן בגמרא,-1
יוצא מצד פתח,-1
באין יכולים לקבל מעזיבה בינונית שאינו אהל,-1
ז' למדך בכאן שהדבור אמנם,-1
ומפני כך הקשה עלה שמה צורך שיהיה,-1
שאינו כנגד הזית תוכה והבית טהור דמשמע,-1
רצוצה אלא כשהיא בתוך קרקע או בנין,-1
שיעורו כמלא מקדח לתשמיש שיעורו בטפח ולא,-1
גב זו ואין בין פי התחתונה,-1
בספרי הדפוס חסרון וכך הגירסא הנכונה היתה,-1
חדרים עוברים בעביו בין שתי הלוחות: כתב,-1
דרבנן פליגי עליה פסק כמותו משום,-1
לירד למטה לטמא תחתיה הרי הכוורת,-1
שכתב רבינו וכאילו יהיב טעמא,-1
אטו כל מת מי,-1
מפרק זה כמבואר,-1
פירוש המשנה לפי,-1
הוא דתני הכי,-1
כתבו גט לאשתי הרי אלו,-1
ר' עקיבא אמרו דנדה מטמאה,-1
בפ''ה דזבים (משנה ב) גבי,-1
מיירי באינה באה במדה,-1
פתח אשר יעשה מברזל וזה שיעשה,-1
שעל גבה טמאים משום דכלים נעשים,-1
היתה טומאה על גביו וכלים,-1
גבה הכל טהור כלומר תחתיה,-1
לגמרי אלא שיהיה לו דבר שיהיה,-1
קמא דכלים (משנה,-1
דה''ק ע''כ לא פליגי,-1
הארץ ופיה לחוץ,-1
דכלים נעשים אהלים לטמא אבל,-1
המת תחת אהל אחד שהאדם,-1
ותחתיה טהור דחוצצת היתה הטומאה בבית,-1
ואין עליו מחלוקת ואולי יש הפרש,-1
שבין קורות התחתונות היתה הטומאה ע''ג,-1
אמרו הזיז מביא את הטומאה בכל שהוא,-1
הוה דאי מדרבנן בשלמא,-1
x כולם הלכה,-1
הדפוס חסרון וכך היא הנוסחא הנכונה,-1
ובלשון לעז ויליי''ו והוא,-1
תוספתא פי''ח דאהלות,-1
ופי' רבינו עין התנור הוא,-1
אהל כל שיש בו חלל טפח,-1
ההנחה והיא דבקה בארץ באי,-1
כוורת בתוך הבית והיא,-1
הראב''ד ופשוטי כלי עור א''א זו היא,-1
נורי וצ''ל דמשום דאע''פ שאפשר,-1
שהי' מוטל על המטה ודמו מנטף וכו',-1
כסף משנה מוח שבתוך,-1
דפתח בכלי אבנים סיים,-1
ובמשא ובאהל טומאת שבעה וטומאת מגע,-1
טפח וטומאה תחתיה או בתוכה או על,-1
דאהלות פירש דתנור חדש כל,-1
כאהל הוא חשיב לא ככלים ולפי שהיא,-1
לה בת''כ גבי זב וה''ה לחביריו וכן,-1
או מודבקת לשקוף הנה היא אז,-1
אם רגלו קדמה את הטומאה,-1
קבר מאחר שאינה מטמאה באהל כי,-1
טמא טומאת ערב ואמר על כל,-1
והראב''ד סובר שאינו,-1
כתב ורחיים של יד שהרי הוא,-1
שהאדם נעשה אהל להביא את הטומאה:,-1
שהיא לאויר וקדרה נתונה תחתיה בארץ,-1
ואפשר דלטעמיה אזיל,-1
"קכ""א ע""ב) גבי בהמה",-1
טמיא מצבירת העצמות משדה שאבד,-1
מקורה לקורה הואיל ויש שם אויר ולי,-1
תחתיה הרי היא רצוצה ובוקעת,-1
כלי אין לה דין,-1
"כ""ב) פי' פיקה",-1
שכלי עץ הבא במדה כאהל הוא,-1
פשט המשנה כך הוא,-1
יוסי ויש כאן חסרון בספרי הדפוס וכך,-1
עליהם: ומ''ש הראב''ד והתוס',-1
עץ הבאים במדה מביאין וחוצצין וכמו,-1
לי ואפשר דלטעמיה אזיל שפירש,-1
כוריים ביבש: ומ''ש היה המגדל,-1
כאהלים ואינם ככלים ולפיכך,-1
טפחים והוא יוצא מצד פתח [הבית] ונחשוב,-1
הארץ גבוה י''ב טפחים,-1
כאילו היא תחתיה וכשהיא תחתיה הרי היא,-1
בעצמו והגוף לעצמו,-1
מן הארץ טפח,-1
בדוחק: וכן נסר,-1
לא הראתה פעולתה באהל כפי מה שהקדמנו,-1
ויש לומר דלעולם בכוורת המחזקת ארבעים סאה,-1
משנה סוף פ''י דאהלות היתה נתונה בצד,-1
שנכנס בעובי המעזיבה וממלא הפחת ויושב שם,-1
דהוי אהל אבל,-1
לא לטהר וא''כ,-1
אלו ממעטים את הטפח וכו' ואלו שאינם,-1
אצבעות והטומאה באותם,-1
נורי מטהר בתנור דברים נכונים הם,-1
אינו עושה בית,-1
תוכה וגבה טהור הא מזה,-1
או בחלון שבין,-1
שאחזו (דף ע',-1
אם היה אותו הנקב טפח,-1
במדור העכו''ם אמר למעלה,-1
לדרום מעבר לעבר:,-1
דרך פתח פיו ועוד,-1
לי מאי דאמרינן בתוספתא וכו',-1
מקום מאין חילק כן עכ''ל:,-1
התחתון תחתיו בלבד טמא א''א,-1
שכנגד הטומאה בין,-1
טפח אלא שלפי שאין בגגה,-1
כסף משנה נושאי,-1
מפני שהוא היפך התוספתא:,-1
וכן בפרק ר' עקיבא אמרו,-1
טומאת ז' למדך בכאן שהדבור,-1
"ספ''ק דחולין (דף כ""ד ע""ב)",-1
טפח ומתוך שכשעלה אצבע למעלה הוא שמתקצר,-1
טפח על טפח,-1
"מילתא בעלמא הוא ופירש''י כמ''ש,",-1
בירר את דבריו דחלל טפח פנוי בעינן,-1
צריפין מין ממיני האהלים,-1
מוטל אלא עומד גם סתם עמוד,-1
שאינו מקבל טומאה דכלי הבא במדה,-1
וכר''י ובתוספתא ריש אהלות שם,-1
סופרים והתנה שיהיה סתום לאפוקי שלא,-1
גבי אהל שהיה נתון,-1
הערב שמש עכ''ל,-1
ר' יהושע ואפשר דאיהו סבר,-1
ס''ל לכך קראו מוציא,-1
שנכנסו לשם לפי שזהו,-1
יש בהם חלל טפח וחוצץ בפני הטומאה,-1
שנגע באהל היתה הטומאה על,-1
טומאה לבית אבל התנור טמא ורבינו,-1
מיירי בשדלת המגדל מוגף שהמגדל מציל וחוצץ,-1
אהלים לטמא אבל לא לטהר וא''כ,-1
והוה לי' תרי לגבי,-1
רבא דנהי דבמגע,-1
בכלל העיר מדור ואיך יטהר,-1
דברי רבינו כאן אע''פ שבפירוש המשנה לא,-1
בבכורות פרק הלוקח בהמה (דף,-1
וזה שיעשה מברזל] טבעת יכניסו בו,-1
אלא שלא נעשה אהל ולא מעמיד אהל,-1
ליה כלים בכלים ואדם בכלים וע''כ צריך,-1
בחלון ממעט בחלון אלמא לאו בר קבולי,-1
אין תלונתו על רבינו כי אם,-1
שאינה גבוהה מן,-1
הראתה פעולתה באהל,-1
התוספתא דקתני אמר,-1
על טפח אף במקום שאין בו,-1
היא הנוסחא הנכונה טומאה בוקעת ועולה,-1
שאילו עלתה ביושר ידבק צדה בצד השקוף,-1
כאן שאין דברי הראב''ד,-1
בשכולה באויר: בד''א בזמן שהיא כלי היתה,-1
יהושע: כתב עוד,-1
על פסוק וכל אשר יגע על פני,-1
אהלים לטמא אבל לא לטהר כשהיא בתוכה,-1
טומאה תחתיה רצוצה טומאה בוקעת ועולה,-1
או ת''ח שאין כל אדם בקיאים בכך,-1
רבינו בד''א בזמן שהיא,-1
טומאה בתוכה אין טמא אלא,-1
הפתח הוא אשר יקרא אספתי וכו' או,-1
כסף משנה החורש את,-1
ואע''ג דרשב''ג נקט עיר וחכמים נקטו,-1
חוצץ רבינו בפירוש,-1
בא במדה יש לה לענין זה,-1
לר' אסי כהבדלת,-1
חלל אבל שיש כקרקע הוא חשיב,-1
פ''ו דאהלות ויש קצת סעד,-1
דכיון דקי''ל דכלים,-1
ואין מדור העכו''ם,-1
כשאין שם חלל גבוה,-1
חור הוא ואין צריך לבטל המיעוט והיינו,-1
אעפ''י שאין עמו אשה ואפי',-1
"פירש הרא''ש, וכך הם",-1
הקבר גם מה שפירש,-1
לבית דאילו החלק שהוא בתוך הבית,-1
התם בגמרא דר''ע לא מצרך בשר,-1
ור''ע אומר שהתנור,-1
לקח: [מ''א] כוורת,-1
שלא תחייבהו דיני טומאת מת ר''ל הזאת,-1
תחזור הטומאה לירד למטה לטמא תחתיה הרי,-1
אין הטומאה עוברת לכלים,-1
תחתיה או על גבה הכל טמא,-1
פירש דתנור חדש כל זמן,-1
אם סתם החלון או מיעטו באוכלים,-1
משאר אבות הטומאה גבי הותזו ראשיהם,-1
כבדה אלא ממוצעת בין הכבדות,-1
שאין מינם מקבל טומאה אינם חוצצים,-1
כאילו יורדות וסותמות ד''ה אין טומאה נכנסת,-1
טמא אלא הבית בלבד דכיון,-1
כתב הר''י קורקוס דדייק כן רבינו,-1
בוקעת ויורדת וכשהיא על גבה כיון דקי''ל,-1
לא מצאתי שהוזכר שיעור ד',-1
אין להם שיעור,-1
מדור העכו''ם וי''ל דאיצטריך משום כהנים דבח''ל,-1
ממנה נכנס תחת המשקוף,-1
ואיני יודע למה השמיט רבינו שנמצא,-1
רבינו שהוא קורי עכביש שדרכן להמצא,-1
כנגד הטומאה לבד עד לרקיע וכן,-1
כפשטיה ועוד י''ל,-1
רבינו אין כאן,-1
דין בבא זו כדין בבא ראשונה אלא,-1
גבי אדם וכלים שנעשו אהל,-1
וכו' אם יש שם,-1
מביתו או לקרות ממנו,-1
או בתוכה או,-1
טפח הכל טמא וענין הכל טמא שיהיה,-1
על זה הקובב אמרו ב''ש כבר נדבק,-1
שע''ג רואין אותן כאילו הן תחתיה,-1
[במגע] אלא אם אמרת כן,-1
נ''ל שאבן מסמא הוא שהכלים,-1
וכו' עד מביא ואינו,-1
באבן מסמא וה''ה לחביריה אבל,-1
ה'): ובשר הפורש מן החי טהור,-1
יש שם פותח,-1
ועוד תנאי שני שזה המוכני לא יהיה,-1
מחודד ואין לו גג,-1
שאמרו לענין יחוד קטנה היודעת טעם ביאה,-1
גבוה מהארץ מעט ושקוף,-1
דעוף ששיכן דמיתניא גבי הנך שמביאין וחוצצין,-1
דכיון דאינה כלי חוצץ,-1
ז''ל תמה על הראב''ד שכתב דבאבד,-1
בוקעת ויורדת והחבית טהורה בתוכה,-1
רצוצה אז בוקעת כנגדה אבל כשאינה רצוצה,-1
ונתבטלה מתורת כלי,-1
מה שעל גבה למה שתחתיה,-1
שהוא הגיזרה והגבלית בפותח טפח איזהו,-1
היוצא מהכותל לפני,-1
רואין אותה כאילו נתחברה עם,-1
שהוא בספק הקבר גם מה,-1
האחרת ויתחברו כולן ויהיו עומדות ולא הולכות,-1
מביאה את הטומאה תחת כולה דאי,-1
דקתני ברפ''ו (משנה א') דאדם,-1
או אבנים וכו' ושניהם הגולל,-1
פי שמפרכסים טמאים וקאמר עלה בסוף,-1
הטומאה וטומאה תחתיה,-1
להניח מתים בארונות,-1
טפח: וכתב הראב''ד,-1
וכו' אינו עושה,-1
וכן שתי יריעות,-1
זב אינו מטמא באבן מסמא,-1
באים במדה ולא למעט כלי עץ אתא,-1
בספר מוגה וכך,-1
לא לפרשה שכן קראו חיבור לא,-1
זוית לזוית לבד עד,-1
כתב רבי יהושע מטמא,-1
שהרי הוא כאילו שניהם גג אחד,-1
דכלים על מה שנמצא בתוך שפופרת של,-1
ואחד העליונה הן לאויר כך לי שהיתה,-1
ממה שימשך לחללה לא שתהיה,-1
בא רבי יוחנן בן,-1
כסף משנה החורש את הקבר,-1
ק''ל אם זה הגבהות שאמר,-1
הראב''ד תחת התחתון תחתיו,-1
וכניסת הדבורים ופעמים פוקקין אותן,-1
אמר למעלה שבודקין אותו ובחוצה לארץ,-1
רבינו למה לא פירש,-1
הוא דומה לעטרה של פתח אשר יעשה,-1
אך קשה דבפירקא קמא דאהלות (משנה,-1
מחולחלת כיון דפיה לפנים,-1
ועל מ''ש מדור,-1
דכיון דכלים אינם נעשים אהלים לטהר,-1
תחת דפנה מבחוץ טומאה,-1
בעביו ואפשר שגם בתבניתו הוא משונה,-1
יש בהיקפו ג' טפחים ונמצא,-1
משנה הנושא בתוך בית,-1
העשוי לאורה הוא שאין עליו,-1
"בפרק העור והרוטב (דף קכ""ד",-1
הכל גג אחד,-1
לפרש לא הכל הכל ממש וכו',-1
טומאה נעשים אהלים לטמא אבל לא,-1
חוצץ רבינו בפירוש המשנה,-1
שבבית טמא א''כ גם כל שתחתיה טמא,-1
טומאה לבית וכל שבבית טמא א''כ,-1
אם נשאר עליו כזית בשר,-1
שביארנו רומז למ''ש ברישא כזית מן המת,-1
להביא הטומאה הנה נטמאו מפני היותם,-1
הא תנן התם אין האהל מתחשב,-1
טמא אלא תוכה וכאן בתוכה או,-1
לאידך בבא דקתני בה,-1
בתשבורתו טפח על טפח,-1
ואין בינה לבין הקורות,-1
גם זה שם ודין בבא זו,-1
קתני דין נסר שהוא נתון,-1
בשהכוורת עומדת באויר לא איצטריך שתהא,-1
גבה טהורים וכן אם,-1
וכיון שאינה נכנסת הכל טהור וטעם,-1
מונחת על הארץ ופיה,-1
כאן שאין דברי הראב''ד ענין,-1
היה באותו נקב,-1
בפרק זה אבאר דכלים אע''פ,-1
נורי אומר אל יחמיר זה,-1
שלא תבקע ותעלה וי''ל,-1
מאחריו כאילו הוא,-1
דכלים שאינם מקבלים טומאה,-1
שמחמיר טפי משמע בהדיא דלית הלכתא כוותיה,-1
דנכנסת טומאה לכלי דרך,-1
שבאויר תוכה טהור חוץ מכלי,-1
ממ''ש גבי המביאים וחוצצין כלי,-1
שהיא גלויה לאויר וכו' עד מפני שהוא,-1
עומדת בתוך הפתח,-1
טמא ועל גבה קצתו דהיינו,-1
זיז ר''א אומר אינו,-1
ככלים ולפיכך חוצץ א''כ דין כוורת,-1
ואין העכו''ם מטמא,-1
מה שאינו כנגד הזית אבל קשה,-1
שמ''ש בהשגה שקודם זו חסר מכאן,-1
כתב רבינו בפירוש המשנה למעט כל,-1
עד הכא גבי דין ארץ,-1
שוה לאידך בבא,-1
גבהו ד' אצבעות שהוא טפח ומתוך שכשעלה,-1
כאילו היא ע''ג וכן תנא ברישא,-1
בפי''ג דאהלות שם וכחכמים: ועל,-1
הוא והטעם כשטומאה בבית כלים שתחתיו,-1
יש לה לקצת,-1
תחת הקורות שהטומאה במה,-1
שמבואר בדבריו ודברי רבינו ופירושו,-1
הבית בלבד דכיון דאינה גבוהה,-1
אומר אני דלחלון,-1
בהא דאין עונשין מן,-1
טפח אין הטומאה עוברת מקורה,-1
פי''ו דאהלות: וכיצד מטהרין אותו,-1
תחת דפנו שמכאן ומכאן,-1
על גבה מבחוץ,-1
כנף הטלית באבן,-1
פתח פיו ועוד דגבי מגדל אוקימנא דלתותיו,-1
כסף משנה ומ''ש חבית שהיא מליאה גרוגרות,-1
הכל טמא ואם,-1
כבר התפשטה והראת,-1
גדולים שהם ראויים,-1
שלישית כשהיתה פחותה ופקוקה בקש,-1
הבית אהל וכיון דכלים נעשים אהלים לטמא,-1
טהורה וזה הסנדל יטמא,-1
וכיון דבקעה הטומאה ועברה,-1
בשר אלא אפילו ארכובה הנמכרת עם,-1
עם גג הבית והיה,-1
כמ''ש דנתון על שני,-1
שהיא כקבר סתום,-1
משנה וכמה ישהו,-1
פותח טפח ונתן אדם רגלו מלמעלה,-1
אילן שהוא מיסך על הארץ ופרעות,-1
והגיזרה שפניה למעלה ובמה,-1
שאינה מחזקת ארבעים סאה בבבא קמייתא ובבבא,-1
וכר' עקיבא והוא דעת חכמים,-1
שאין הלכה כרשב''ג וכתב רבינו,-1
מוח שבתוך העצם וכו' עד לכל דבר,-1
שנים ואפשר שהטעם שמאחר,-1
אינו והזיז העליון מביא את,-1
בתוכה או על גבה דכיון דקי''ל דכלים,-1
צואה וכו' אינם,-1
תחתיה או בבית תחתיה והבית,-1
חשיב אהל להביא את הטומאה,-1
ובמסכת חולין גרסינן כל אשר,-1
עלה שמה צורך,-1
דכיון דכלים אינם,-1
מן הארץ טפח טומאה,-1
ואחד הנושא על ראשו או,-1
צמיד פתיל לטומאה,-1
ועל מ''ש כנגד,-1
טפח המאהיל על מקצת הטומאה כמאהיל על,-1
"ע""ב) דאמרינן דנדה מטמאה באבן",-1
שהיא חלק מאהל המת וכלים שתחתיה טהורים,-1
צללתא דדמא אותם מים שהם,-1
וביאור הדבר דבסיפא חשיב כסתום,-1
חייצי ואי לא הוכשרו היינו,-1
שבין בית לבית וכ''כ הוא ז''ל בפירוש,-1
ולמה לא תכנס לבית,-1
משנה נסר שהוא,-1
ואמרינן בגמרא מאי במשא אילימא במשא ממש,-1
והדין עמו שמאחר שאחד התחתונה ואחד העליונה,-1
פיה וגג הבית אהל אחד,-1
סאה כדין כוורת שהיא,-1
מוזהרים אלא על טומאה שהנזיר מגלח,-1
פחותה תנא או מחזקת,-1
זה מאהיל על הטומאה,-1
הטומאה בוקעת ויוצאת,-1
שמאי אומר אפילו מעצם אחד ומשמע,-1
תחתיה והבית טמא,-1
אצבע למעלה מאמצעה,-1
דלעיל: [מי''ג] היתה יושבת על,-1
יחפור דחלון הוזכר,-1
ורבי שמעון הוא,-1
ז''ל בפי''ט מהלכות טומאת מת,-1
או בחלון שבין ב' בתים,-1
השיפוע הנוגע בו מאחוריו,-1
שהתוספות שם כתבו כדבריו,-1
התנא הוא מהטעם,-1
"טפחים כדתנן בעירובין פירקא קמא (דף י""ג",-1
הארץ טפח ניחא,-1
הבית והכא מיירי בשכולה,-1
אפילו בטומאת מת שנאמר,-1
מן הפתח ג',-1
המת שמטמא במגע הא עד שלא,-1
נמצאו הזויות עודפים ח' חומשים לכל,-1
הרי נכנסת לתנור ולמה לא תכנס לבית,-1
והילכך תוכה וגבה,-1
הטומאה ולפיכך דייק רבינו,-1
ארובה וכן תחת הקדרה טהור,-1
עצם התנור אלא,-1
קורקוס ז''ל כתב על דבריו,-1
רבינו ובנוסחא הנכונה אין,-1
שביארנו עכ''ל ומתוך מ''ש נתבאר דכנגד הטומאה,-1
בדאית ליה פותח דאי,-1
העצם האבר לא נדמהו עצם,-1
בפירקא קמא דעירובין,-1
הארץ טפח טומאה תחתיה או בבית או,-1
פירש דבאין בעין פותח טפח,-1
בו פותח טפח,-1
דקתני היינו לומר דגם על גבה,-1
היתה מצלת על,-1
פתח הבית והכא מיירי באויר ומפני שהוא,-1
היתה גבוהה מן,-1
והתנה שיהא באויר שאם היא תחת,-1
כלים שעל גביו טמאים: [מי''ד] בד''א בזמן,-1
גמירי להו ומיניה,-1
טפח על טפח דאי לאו הכי אפילו,-1
את הטפח וסמך התנא,-1
בדברי רבינו שכתוב בצד החיצון וצריך,-1
האבר לא נדמהו,-1
כך הוא כי,-1
"כהנים ובמשנה פ''ה דזבים (מ""ג)",-1
ואפשר דליה לא ס''ל ומאחר דמילתא דרבנן,-1
"(דף ס""ט) ושנינו בפ''ב דאהלות דאפי' עצם",-1
הבית ועינו קמורה לחוץ והאהילו עליו קוברי,-1
בין אחת כדאמרן בין שתים זו על,-1
אין חילוק בין כנגדה לשלא כנגדה,-1
בשמו בסמוך לחד לישנא אצל צירף,-1
באמת דברי הראב''ד,-1
בגבה טמא: [מ''ב] היתה גבוהה,-1
רבינו יכולים לקבל והם עומדים ואם אינם,-1
גזרו בו לחומרא דהיינו להביא אבל לא,-1
יבוא לאכול ובמת משמע דגילוי מילתא,-1
במת יטמא הכלים שנגע,-1
קש וכיוצא בו עד שלא,-1
דאין תוכה טהור אלא מה,-1
נמי בעדיות פרק ו',-1
לן מידי בפיה,-1
טפח יש לתמוה שרבינו שמשון כתב,-1
הגולל או הדופק מטמאין במגע ובאהל,-1
דמילתא היא דכרבי יהושע ס''ל,-1
היתה נוסחת הראב''ד,-1
קצת סעד לפירושו ממה שמנו בכלל המביאים,-1
אין לה דין טומאה רצוצה והא,-1
גזרו בו לחומרא דהיינו להביא אבל,-1
ומ''ש ואם אינם ראויים לקבל,-1
שהיא פחותה ופקוקה,-1
בה שנים או רוב,-1
כסף משנה טומאת אויר,-1
בו פותח טפח,-1
ועל מ''ש רבינו אין,-1
לתשמיש שיעורו בטפח ולא,-1
שהיא נתונה מכותל עד ארבעה,-1
למעלה מאמצעה נמצא גבהו ד' אצבעות,-1
ומש''ה דיה שתבקע למטה ואינה כדאי,-1
כפויה על הטומאה כל,-1
טמאה גם אוירה ובית שער,-1
טפח גם מה שהכריע,-1
הארץ טפח וכו',-1
שאין בו ממש:,-1
הכלים שתחתיו ראיתי שלא פירשו לא,-1
ונמשכים אחריה עכ''ל הר''י קורקוס,-1
מפני שטומאתו בוקעת,-1
עד סוף הפרק,-1
חומשים תן מהם מחצה לקרן,-1
פנימי וצד חיצון חשובים כשני,-1
במדה משמע שאם אינם,-1
שהוא סובב את כל הבית,-1
אם היתה כוורת זו המוטלת,-1
משנה ומדברי סופרים שיהיו העכו''ם,-1
המשנה ויש פה חסרון,-1
"בפרק יוצא דופן (דף מ""ב) כמ''ש בסמוך",-1
בספרים שלנו בדברי רבינו חסרון וכך היא,-1
כנגד הטומאה טמאים ואם היתה טומאה,-1
אין ביאתו ביאה אינו,-1
מטפח ולמטה טהור כנוגע בקרקע,-1
שכתב או שהיה,-1
שהאהיל האדם או,-1
או על גבה,-1
ובוקעת ועולה אבל כשהטומא',-1
כסף משנה אדם שהשקיף וכו' עד,-1
הבית ולא ימנענה הכוורת מלטמא הבית כמו,-1
זה שם וכמבואר בדברי רבינו הטעם:,-1
יהושע ר''י בן,-1
פותח טפח יוצאה ובוקעת ואין צריך לטפח,-1
יוצא אלא ג' אצבעות שהוא פחות מטפח,-1
היא באויר התנה שיהא,-1
והגוף לעצמו ודלא כפירש''י:,-1
טמא א''כ אינו בדין שתציל,-1
א''א אני לא מצאתי בתוספתא,-1
הטומאה לצאת לתוך הבית בפחות מטפח,-1
שנמצא רחבו שמונה,-1
גביו טהורים טומאה על גביו כלים שתחתיו,-1
הזית תוכה והבית,-1
כלים אפילו כלי גללים שאין במינם,-1
הבית הכל אהל אחד והילכך,-1
טמא דין תורה אע''פ,-1
לפנים וגבוהה מן הארץ טפח שוליה וגבה,-1
כחצי זית מתוכו וכחצי זית,-1
תיקון וגם במדור העכו''ם,-1
שיהיה נכחי אליו וכו' ואם היתה,-1
טמאים: [מ''ג] בד''א בזמן שהיא,-1
מטמא דין תורה אבל המעמיד כלים,-1
של פתח אשר יעשה מברזל וזה,-1
חזק ובריא והרי אמרו,-1
מתוכה לבית ומצלת,-1
טפח אמנם יטמא כנגד הטומאה לבד,-1
אהל אחד ולשון,-1
מ' סאה כתבה גם רבינו ואפשר שהטעם,-1
טפח אע''פ שעכשיו היא,-1
אין שם חלל טפח ולשון חלל,-1
תחלת ברייתו של אדם כזית,-1
טומאה רצוצה והא,-1
בית שער והאויר טמא,-1
שתתחלק וימצא כשיעור תחת התקרה וכשיעור,-1
מבחוץ כל שהוא כנגד,-1
כך נראה לי ליישב דברי רבינו,-1
שנתבאר בפי''ב: ועל מ''ש רבינו אבל,-1
וכל שתחתיה כנגד הטומאה כמו,-1
דייק לישנא דמתני' ומש''ה דיה שתבקע למטה,-1
כשהוא גבוה טפח דהוי,-1
שאינם מקבלים טומאה חוצצין,-1
שהגזירה היא אגושה לשרוף,-1
האבר ואע''פ שנשאר בשרו בכללו ובזה,-1
שהוא כבר הגיע לארץ וכלל,-1
ומכ''מ קשה שמאחר,-1
אסורה ואין כאן עונשין,-1
ליכא הכרע ואיכא למימר,-1
ומכ''מ מתוך לשונו,-1
והיתה טומאה כנגד,-1
בר''ש ומשמע התם,-1
כנגד הטומאה לא,-1
מאי דקתני בבבא י''ב היתה גבוהה מן,-1
אין התנור גבוה מעל הארץ,-1
משנה טומאת אהל אינה בשאר טומאות אלא,-1
עומדים ואם אינם וכו' והם,-1
אויר ולי נראה שזה דבר פשוט ולא,-1
לכזית בשר הפורש,-1
י''א אמאי כל שאינו כנגד הזית,-1
בזמן מהזמנים מעט ולזה,-1
מפרש דפלוגתייהו בדלית ביה פותח טפח דאילו,-1
טמא ולא חילקנו בין שתהיה על,-1
במשנה שכתבתי בסמוך שמאי אומר,-1
זה הטמאות בעצמה אמנם זה ענין הטמאות,-1
שמונה הרי הוא כאבן,-1
הארץ טפח שוליה וגבה וגג,-1
שנגעו באהל המת בעודם מאהילים,-1
כשהטומאה בתוכה או,-1
כנגד הפתח טפח היה הבית טמא,-1
רבינו למה לא,-1
רבינו היתה הטומאה,-1
וכ''כ הוא ז''ל בפירוש המשנה פ''ו,-1
וע''ג כנגד הטומאה טמאים,-1
אלא דהתם מיירי בשקצתה בתוך פתח הבית,-1
חוצצין לפי שמתנאי הדברים,-1
בפי''ג כתב דכלי עץ הבאים במדה,-1
שמלשון המשנה משמע,-1
[מי''ג] היתה יושבת על שוליה,-1
בתוך הבית אם יש שם פותח טפח,-1
כסף משנה המת אינו מטמא,-1
פירוש האלקטיות עכ''ל,-1
"קמא דחולין (דף כ""ח) מאי הותזו ר''ל",-1
והיינו כל הנהו דלא יחפור דחלון הוזכר,-1
שנים ועדיין היא מפרכסת הרי היא,-1
טומאה לסנדל וא''ת כשאין,-1
שהיא כלי וכו',-1
מעזיבה בינונית ולא תיקשי לן,-1
שם העושה מקום,-1
מעל הארץ חצי,-1
ממש לכך פירש רבינו,-1
על גושה בלבד וכו',-1
דמשמע שם דרבינא סבר כוותיה,-1
כנגדו עד הרקיע טמא שהרי,-1
במאי דקתני רישא וכל שאינו כנגד הזית,-1
דלא תנא אלא,-1
דקי''ל דכלים נעשים,-1
וכן אין בין,-1
היא לשון התוספתא ומשמע לרבינו שהם,-1
משנה חלון העשויה לתשמיש וכו',-1
חלק גבה שהוא חוץ לבית דאילו החלק,-1
הנה הוא יקבל טומאה כשאר כלים,-1
ככל אהלים החוצצים בפני הטומאה דבקרא,-1
וכן תנא ברישא דכשהיא,-1
דגם על גבה טמא מיהו לאו,-1
עד השתא איירי נמי במחזקת ארבעים סאה,-1
והטעם מבואר משום דשם פיה לחוץ וכאן,-1
שם וז''ל אמרו,-1
למטה כמו חביות שלנו וע''פ הדברים האלה,-1
אהל אחד ואם,-1
בטומאה כדי שתתחלק וימצא כשיעור,-1
טהור זו היא גירסת רבינו וה''פ מאחר,-1
גבה הכל טמא אלא,-1
לטמא תחתיה הרי הכוורת חוצצת בפניה וי''ל,-1
לי ליישב דברי רבינו וגם נראה לומר,-1
לא ככלים ולפי,-1
פרק ד' משאר,-1
כל שכנגד הטומאה,-1
בתוכה אין טמא אלא תוכה,-1
כלי שנגע באהל היתה הטומאה על,-1
"בספ''ק דשבת (דף ט""ו ע""ב): וכן",-1
בפ''ב דאהלות (שם במשנה),-1
להביא טומאה רק להוציא,-1
